,GEO,Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A),Gender (3),VALUE
13733,Nova Scotia,"732 Building maintenance installers, servicers and repairers",Men+,4455
13734,Nova Scotia,"732 Building maintenance installers, servicers and repairers",Women+,330
13735,Nova Scotia,"7320 Building maintenance installers, servicers and repairers",Total - Gender,4780
13736,Nova Scotia,"7320 Building maintenance installers, servicers and repairers",Men+,4455
13737,Nova Scotia,"7320 Building maintenance installers, servicers and repairers",Women+,330
13738,Nova Scotia,73200 Residential and commercial installers and servicers,Total - Gender,1135
13739,Nova Scotia,73200 Residential and commercial installers and servicers,Men+,1085
13740,Nova Scotia,73200 Residential and commercial installers and servicers,Women+,55
13741,Nova Scotia,73201 General building maintenance workers and building superintendents,Total - Gender,3235
13742,Nova Scotia,73201 General building maintenance workers and building superintendents,Men+,2980
13743,Nova Scotia,73201 General building maintenance workers and building superintendents,Women+,255
13744,Nova Scotia,73202 Pest controllers and fumigators,Total - Gender,95
13745,Nova Scotia,73202 Pest controllers and fumigators,Men+,90
13746,Nova Scotia,73209 Other repairers and servicers,Total - Gender,315
13747,Nova Scotia,73209 Other repairers and servicers,Men+,300
13748,Nova Scotia,73209 Other repairers and servicers,Women+,15
13749,Nova Scotia,733 Transportation occupations,Total - Gender,11090
13750,Nova Scotia,733 Transportation occupations,Men+,10195
13751,Nova Scotia,733 Transportation occupations,Women+,900
13752,Nova Scotia,7330 Transport truck and transit drivers,Total - Gender,11015
13753,Nova Scotia,7330 Transport truck and transit drivers,Men+,10130
13754,Nova Scotia,7330 Transport truck and transit drivers,Women+,885
13755,Nova Scotia,73300 Transport truck drivers,Total - Gender,8425
13756,Nova Scotia,73300 Transport truck drivers,Men+,8195
13757,Nova Scotia,73300 Transport truck drivers,Women+,220
13758,Nova Scotia,"73301 Bus drivers, subway operators and other transit operators",Total - Gender,2600
13759,Nova Scotia,"73301 Bus drivers, subway operators and other transit operators",Men+,1935
13760,Nova Scotia,"73301 Bus drivers, subway operators and other transit operators",Women+,660
13761,Nova Scotia,7331 Train crew operating occupations,Total - Gender,75
13762,Nova Scotia,7331 Train crew operating occupations,Men+,60
13763,Nova Scotia,7331 Train crew operating occupations,Women+,15
13764,Nova Scotia,73310 Railway and yard locomotive engineers,Total - Gender,45
13765,Nova Scotia,73310 Railway and yard locomotive engineers,Men+,30
13766,Nova Scotia,73310 Railway and yard locomotive engineers,Women+,15
13767,Nova Scotia,73311 Railway conductors and brakemen/women,Total - Gender,35
13768,Nova Scotia,73311 Railway conductors and brakemen/women,Men+,30
13769,Nova Scotia,"734 Operators, drillers and blasters",Total - Gender,3670
13770,Nova Scotia,"734 Operators, drillers and blasters",Men+,3555
13771,Nova Scotia,"734 Operators, drillers and blasters",Women+,120
13772,Nova Scotia,"7340 Operators, drillers and blasters",Total - Gender,3670
13773,Nova Scotia,"7340 Operators, drillers and blasters",Men+,3555
13774,Nova Scotia,"7340 Operators, drillers and blasters",Women+,120
13775,Nova Scotia,73400 Heavy equipment operators,Total - Gender,3245
13776,Nova Scotia,73400 Heavy equipment operators,Men+,3160
13777,Nova Scotia,73400 Heavy equipment operators,Women+,80
13778,Nova Scotia,73401 Printing press operators,Total - Gender,370
13779,Nova Scotia,73401 Printing press operators,Men+,335
13780,Nova Scotia,73401 Printing press operators,Women+,35
13781,Nova Scotia,"73402 Drillers and blasters - surface mining, quarrying and construction",Total - Gender,60
13782,Nova Scotia,"73402 Drillers and blasters - surface mining, quarrying and construction",Men+,60
13783,Nova Scotia,"74 Mail and message distribution, other transport equipment operators and related maintenance workers",Total - Gender,4950
13784,Nova Scotia,"74 Mail and message distribution, other transport equipment operators and related maintenance workers",Men+,3765
13785,Nova Scotia,"74 Mail and message distribution, other transport equipment operators and related maintenance workers",Women+,1180
13786,Nova Scotia,741 Mail and message distribution occupations,Total - Gender,2880
13787,Nova Scotia,741 Mail and message distribution occupations,Men+,1845
13788,Nova Scotia,741 Mail and message distribution occupations,Women+,1030
13789,Nova Scotia,7410 Mail and message distribution occupations,Total - Gender,2880
13790,Nova Scotia,7410 Mail and message distribution occupations,Men+,1845
13791,Nova Scotia,7410 Mail and message distribution occupations,Women+,1030
13792,Nova Scotia,74100 Mail and parcel sorters and related occupations,Total - Gender,610
13793,Nova Scotia,74100 Mail and parcel sorters and related occupations,Men+,200
13794,Nova Scotia,74100 Mail and parcel sorters and related occupations,Women+,410
13795,Nova Scotia,74101 Letter carriers,Total - Gender,1055
13796,Nova Scotia,74101 Letter carriers,Men+,600
13797,Nova Scotia,74101 Letter carriers,Women+,450
13798,Nova Scotia,74102 Couriers and messengers,Total - Gender,1220
13799,Nova Scotia,74102 Couriers and messengers,Men+,1050
13800,Nova Scotia,74102 Couriers and messengers,Women+,170
13801,Nova Scotia,"742 Transport equipment operators, utility maintenance and related workers",Total - Gender,2070
13802,Nova Scotia,"742 Transport equipment operators, utility maintenance and related workers",Men+,1920
13803,Nova Scotia,"742 Transport equipment operators, utility maintenance and related workers",Women+,150
13804,Nova Scotia,"7420 Transport equipment operators, utility maintenance and related maintenance workers",Total - Gender,2070
13805,Nova Scotia,"7420 Transport equipment operators, utility maintenance and related maintenance workers",Men+,1920
13806,Nova Scotia,"7420 Transport equipment operators, utility maintenance and related maintenance workers",Women+,150
13807,Nova Scotia,74200 Railway yard and track maintenance workers,Total - Gender,60
13808,Nova Scotia,74200 Railway yard and track maintenance workers,Men+,60
13809,Nova Scotia,74201 Water transport deck and engine room crew,Total - Gender,620
13810,Nova Scotia,74201 Water transport deck and engine room crew,Men+,560
13811,Nova Scotia,74201 Water transport deck and engine room crew,Women+,60
13812,Nova Scotia,74202 Air transport ramp attendants,Total - Gender,285
13813,Nova Scotia,74202 Air transport ramp attendants,Men+,270
13814,Nova Scotia,74202 Air transport ramp attendants,Women+,20
13815,Nova Scotia,74203 Automotive and heavy truck and equipment parts installers and servicers,Total - Gender,380
13816,Nova Scotia,74203 Automotive and heavy truck and equipment parts installers and servicers,Men+,365
13817,Nova Scotia,74203 Automotive and heavy truck and equipment parts installers and servicers,Women+,20
13818,Nova Scotia,74204 Utility maintenance workers,Total - Gender,130
13819,Nova Scotia,74204 Utility maintenance workers,Men+,95
13820,Nova Scotia,74204 Utility maintenance workers,Women+,30
13821,Nova Scotia,74205 Public works maintenance equipment operators and related workers,Total - Gender,595
13822,Nova Scotia,74205 Public works maintenance equipment operators and related workers,Men+,570
13823,Nova Scotia,74205 Public works maintenance equipment operators and related workers,Women+,25
13824,Nova Scotia,"75 Helpers and labourers and other transport drivers, operators and labourers",Total - Gender,17465
13825,Nova Scotia,"75 Helpers and labourers and other transport drivers, operators and labourers",Men+,15845
13826,Nova Scotia,"75 Helpers and labourers and other transport drivers, operators and labourers",Women+,1620
13827,Nova Scotia,751 Helpers and labourers,Total - Gender,12505
13828,Nova Scotia,751 Helpers and labourers,Men+,11380
13829,Nova Scotia,751 Helpers and labourers,Women+,1115
13830,Nova Scotia,7510 Longshore workers and material handlers,Total - Gender,5035
13831,Nova Scotia,7510 Longshore workers and material handlers,Men+,4455
13832,Nova Scotia,7510 Longshore workers and material handlers,Women+,580
13833,Nova Scotia,75100 Longshore workers,Total - Gender,475
13834,Nova Scotia,75100 Longshore workers,Men+,405
13835,Nova Scotia,75100 Longshore workers,Women+,65
13836,Nova Scotia,75101 Material handlers,Total - Gender,4560
13837,Nova Scotia,75101 Material handlers,Men+,4050
13838,Nova Scotia,75101 Material handlers,Women+,515
13839,Nova Scotia,7511 Trades helpers and labourers,Total - Gender,7465
13840,Nova Scotia,7511 Trades helpers and labourers,Men+,6930
13841,Nova Scotia,7511 Trades helpers and labourers,Women+,540
13842,Nova Scotia,75110 Construction trades helpers and labourers,Total - Gender,7130
13843,Nova Scotia,75110 Construction trades helpers and labourers,Men+,6635
13844,Nova Scotia,75110 Construction trades helpers and labourers,Women+,500
13845,Nova Scotia,75119 Other trades helpers and labourers,Total - Gender,340
13846,Nova Scotia,75119 Other trades helpers and labourers,Men+,300
13847,Nova Scotia,75119 Other trades helpers and labourers,Women+,40
13848,Nova Scotia,"752 Transport drivers, operators and labourers",Total - Gender,4965
13849,Nova Scotia,"752 Transport drivers, operators and labourers",Men+,4465
13850,Nova Scotia,"752 Transport drivers, operators and labourers",Women+,505
13851,Nova Scotia,"7520 Taxi, personal service and delivery service drivers",Total - Gender,3990
13852,Nova Scotia,"7520 Taxi, personal service and delivery service drivers",Men+,3590
13853,Nova Scotia,"7520 Taxi, personal service and delivery service drivers",Women+,405
13854,Nova Scotia,75200 Taxi and limousine drivers and chauffeurs,Total - Gender,1430
13855,Nova Scotia,75200 Taxi and limousine drivers and chauffeurs,Men+,1305
13856,Nova Scotia,75200 Taxi and limousine drivers and chauffeurs,Women+,120
13857,Nova Scotia,75201 Delivery service drivers and door-to-door distributors,Total - Gender,2560
13858,Nova Scotia,75201 Delivery service drivers and door-to-door distributors,Men+,2275
13859,Nova Scotia,75201 Delivery service drivers and door-to-door distributors,Women+,285
13860,Nova Scotia,7521 Water and rail transport operators and labourers and related occupations,Total - Gender,975
13861,Nova Scotia,7521 Water and rail transport operators and labourers and related occupations,Men+,875
13862,Nova Scotia,7521 Water and rail transport operators and labourers and related occupations,Women+,100
13863,Nova Scotia,75210 Boat and cable ferry operators and related occupations,Total - Gender,180
13864,Nova Scotia,75210 Boat and cable ferry operators and related occupations,Men+,165
13865,Nova Scotia,75210 Boat and cable ferry operators and related occupations,Women+,10
13866,Nova Scotia,75211 Railway and motor transport labourers,Total - Gender,45
13867,Nova Scotia,75211 Railway and motor transport labourers,Men+,35
13868,Nova Scotia,75211 Railway and motor transport labourers,Women+,10
13869,Nova Scotia,75212 Public works and maintenance labourers,Total - Gender,750
13870,Nova Scotia,75212 Public works and maintenance labourers,Men+,670
13871,Nova Scotia,75212 Public works and maintenance labourers,Women+,80
13872,Nova Scotia,"8 Natural resources, agriculture and related production occupations",Total - Gender,20710
13873,Nova Scotia,"8 Natural resources, agriculture and related production occupations",Men+,17075
13874,Nova Scotia,"8 Natural resources, agriculture and related production occupations",Women+,3640
13875,Nova Scotia,80 Middle management occupations in production and agriculture,Total - Gender,3060
13876,Nova Scotia,80 Middle management occupations in production and agriculture,Men+,2310
13877,Nova Scotia,80 Middle management occupations in production and agriculture,Women+,750
13878,Nova Scotia,800 Middle management occupations in production and agriculture,Total - Gender,3060
13879,Nova Scotia,800 Middle management occupations in production and agriculture,Men+,2310
13880,Nova Scotia,800 Middle management occupations in production and agriculture,Women+,750
13881,Nova Scotia,8001 Managers in natural resources production and fishing,Total - Gender,275
13882,Nova Scotia,8001 Managers in natural resources production and fishing,Men+,260
13883,Nova Scotia,8001 Managers in natural resources production and fishing,Women+,15
13884,Nova Scotia,80010 Managers in natural resources production and fishing,Total - Gender,275
13885,Nova Scotia,80010 Managers in natural resources production and fishing,Men+,260
13886,Nova Scotia,80010 Managers in natural resources production and fishing,Women+,15
13887,Nova Scotia,"8002 Managers in agriculture, horticulture and aquaculture",Total - Gender,2785
13888,Nova Scotia,"8002 Managers in agriculture, horticulture and aquaculture",Men+,2050
13889,Nova Scotia,"8002 Managers in agriculture, horticulture and aquaculture",Women+,730
13890,Nova Scotia,80020 Managers in agriculture,Total - Gender,2530
13891,Nova Scotia,80020 Managers in agriculture,Men+,1835
13892,Nova Scotia,80020 Managers in agriculture,Women+,695
13893,Nova Scotia,80021 Managers in horticulture,Total - Gender,195
13894,Nova Scotia,80021 Managers in horticulture,Men+,155
13895,Nova Scotia,80021 Managers in horticulture,Women+,35
13896,Nova Scotia,80022 Managers in aquaculture,Total - Gender,65
13897,Nova Scotia,80022 Managers in aquaculture,Men+,60
13898,Nova Scotia,80022 Managers in aquaculture,Women+,10
13899,Nova Scotia,"82 Supervisors in natural resources, agriculture and related production",Total - Gender,1120
13900,Nova Scotia,"82 Supervisors in natural resources, agriculture and related production",Men+,965
13901,Nova Scotia,"82 Supervisors in natural resources, agriculture and related production",Women+,155
13902,Nova Scotia,"820 Supervisors in natural resources, agriculture and related production",Total - Gender,1120
13903,Nova Scotia,"820 Supervisors in natural resources, agriculture and related production",Men+,965
13904,Nova Scotia,"820 Supervisors in natural resources, agriculture and related production",Women+,155
13905,Nova Scotia,"8201 Supervisors, logging and forestry",Total - Gender,200
13906,Nova Scotia,"8201 Supervisors, logging and forestry",Men+,180
13907,Nova Scotia,"8201 Supervisors, logging and forestry",Women+,20
13908,Nova Scotia,"82010 Supervisors, logging and forestry",Total - Gender,200
13909,Nova Scotia,"82010 Supervisors, logging and forestry",Men+,180
13910,Nova Scotia,"82010 Supervisors, logging and forestry",Women+,20
13911,Nova Scotia,"8202 Contractors and supervisors, mining, oil and gas",Total - Gender,305
13912,Nova Scotia,"8202 Contractors and supervisors, mining, oil and gas",Men+,300
13913,Nova Scotia,"82020 Supervisors, mining and quarrying",Total - Gender,155
13914,Nova Scotia,"82020 Supervisors, mining and quarrying",Men+,155
13915,Nova Scotia,"82021 Contractors and supervisors, oil and gas drilling and services",Total - Gender,150
13916,Nova Scotia,"82021 Contractors and supervisors, oil and gas drilling and services",Men+,140
13917,Nova Scotia,"8203 Contractors and supervisors, agriculture, horticulture and related operations and services",Total - Gender,610
13918,Nova Scotia,"8203 Contractors and supervisors, agriculture, horticulture and related operations and services",Men+,485
13919,Nova Scotia,"8203 Contractors and supervisors, agriculture, horticulture and related operations and services",Women+,130
13920,Nova Scotia,82030 Agricultural service contractors and farm supervisors,Total - Gender,30
13921,Nova Scotia,82030 Agricultural service contractors and farm supervisors,Men+,20
13922,Nova Scotia,82030 Agricultural service contractors and farm supervisors,Women+,10
13923,Nova Scotia,"82031 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Total - Gender,580
13924,Nova Scotia,"82031 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Men+,465
13925,Nova Scotia,"82031 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Women+,115
13926,Nova Scotia,83 Occupations in natural resources and related production,Total - Gender,4235
13927,Nova Scotia,83 Occupations in natural resources and related production,Men+,3860
13928,Nova Scotia,83 Occupations in natural resources and related production,Women+,370
13929,Nova Scotia,831 Occupations in natural resources and fisheries,Total - Gender,4235
13930,Nova Scotia,831 Occupations in natural resources and fisheries,Men+,3860
13931,Nova Scotia,831 Occupations in natural resources and fisheries,Women+,370
13932,Nova Scotia,"8310 Underground miners, oil and gas drillers and related occupations",Total - Gender,255
13933,Nova Scotia,"8310 Underground miners, oil and gas drillers and related occupations",Men+,240
13934,Nova Scotia,"8310 Underground miners, oil and gas drillers and related occupations",Women+,20
13935,Nova Scotia,83100 Underground production and development miners,Total - Gender,160
13936,Nova Scotia,83100 Underground production and development miners,Men+,160
13937,Nova Scotia,"83101 Oil and gas well drillers, servicers, testers and related workers",Total - Gender,95
13938,Nova Scotia,"83101 Oil and gas well drillers, servicers, testers and related workers",Men+,80
13939,Nova Scotia,"83101 Oil and gas well drillers, servicers, testers and related workers",Women+,20
13940,Nova Scotia,8311 Logging machinery operators,Total - Gender,220
13941,Nova Scotia,8311 Logging machinery operators,Men+,220
13942,Nova Scotia,83110 Logging machinery operators,Total - Gender,220
13943,Nova Scotia,83110 Logging machinery operators,Men+,220
13944,Nova Scotia,8312 Fishing vessel masters and fishermen/women,Total - Gender,3760
13945,Nova Scotia,8312 Fishing vessel masters and fishermen/women,Men+,3405
13946,Nova Scotia,8312 Fishing vessel masters and fishermen/women,Women+,355
13947,Nova Scotia,83120 Fishing masters and officers,Total - Gender,450
13948,Nova Scotia,83120 Fishing masters and officers,Men+,435
13949,Nova Scotia,83120 Fishing masters and officers,Women+,15
13950,Nova Scotia,83121 Fishermen/women,Total - Gender,3310
13951,Nova Scotia,83121 Fishermen/women,Men+,2970
13952,Nova Scotia,83121 Fishermen/women,Women+,345
13953,Nova Scotia,"84 Workers in natural resources, agriculture and related production",Total - Gender,5340
13954,Nova Scotia,"84 Workers in natural resources, agriculture and related production",Men+,4580
13955,Nova Scotia,"84 Workers in natural resources, agriculture and related production",Women+,760
13956,Nova Scotia,841 Workers in natural resources and fisheries,Total - Gender,5340
13957,Nova Scotia,841 Workers in natural resources and fisheries,Men+,4580
13958,Nova Scotia,841 Workers in natural resources and fisheries,Women+,760
13959,Nova Scotia,8410 Mine service workers and operators in oil and gas drilling,Total - Gender,125
13960,Nova Scotia,8410 Mine service workers and operators in oil and gas drilling,Men+,105
13961,Nova Scotia,8410 Mine service workers and operators in oil and gas drilling,Women+,20
13962,Nova Scotia,84100 Underground mine service and support workers,Total - Gender,35
13963,Nova Scotia,84100 Underground mine service and support workers,Men+,30
13964,Nova Scotia,84101 Oil and gas well drilling and related workers and services operators,Total - Gender,90
13965,Nova Scotia,84101 Oil and gas well drilling and related workers and services operators,Men+,75
13966,Nova Scotia,84101 Oil and gas well drilling and related workers and services operators,Women+,10
13967,Nova Scotia,8411 Logging and forestry workers,Total - Gender,710
13968,Nova Scotia,8411 Logging and forestry workers,Men+,660
13969,Nova Scotia,8411 Logging and forestry workers,Women+,50
13970,Nova Scotia,84110 Chain saw and skidder operators,Total - Gender,355
13971,Nova Scotia,84110 Chain saw and skidder operators,Men+,340
13972,Nova Scotia,84110 Chain saw and skidder operators,Women+,10
13973,Nova Scotia,84111 Silviculture and forestry workers,Total - Gender,355
13974,Nova Scotia,84111 Silviculture and forestry workers,Men+,315
13975,Nova Scotia,84111 Silviculture and forestry workers,Women+,45
13976,Nova Scotia,8412 Workers in agriculture and fishing occupations,Total - Gender,4510
13977,Nova Scotia,8412 Workers in agriculture and fishing occupations,Men+,3820
13978,Nova Scotia,8412 Workers in agriculture and fishing occupations,Women+,690
13979,Nova Scotia,84120 Specialized livestock workers and farm machinery operators,Total - Gender,935
13980,Nova Scotia,84120 Specialized livestock workers and farm machinery operators,Men+,720
13981,Nova Scotia,84120 Specialized livestock workers and farm machinery operators,Women+,210
13982,Nova Scotia,84121 Fishing vessel deckhands,Total - Gender,3570
13983,Nova Scotia,84121 Fishing vessel deckhands,Men+,3095
13984,Nova Scotia,84121 Fishing vessel deckhands,Women+,475
13985,Nova Scotia,"85 Harvesting, landscaping and natural resources labourers",Total - Gender,6960
13986,Nova Scotia,"85 Harvesting, landscaping and natural resources labourers",Men+,5350
13987,Nova Scotia,"85 Harvesting, landscaping and natural resources labourers",Women+,1610
13988,Nova Scotia,"851 Harvesting, landscaping and natural resources labourers",Total - Gender,6960
13989,Nova Scotia,"851 Harvesting, landscaping and natural resources labourers",Men+,5350
13990,Nova Scotia,"851 Harvesting, landscaping and natural resources labourers",Women+,1610
13991,Nova Scotia,"8510 Agriculture, horticulture and harvesting labourers and related occupations",Total - Gender,2505
13992,Nova Scotia,"8510 Agriculture, horticulture and harvesting labourers and related occupations",Men+,1625
13993,Nova Scotia,"8510 Agriculture, horticulture and harvesting labourers and related occupations",Women+,875
13994,Nova Scotia,85100 Livestock labourers,Total - Gender,785
13995,Nova Scotia,85100 Livestock labourers,Men+,505
13996,Nova Scotia,85100 Livestock labourers,Women+,285
13997,Nova Scotia,85101 Harvesting labourers,Total - Gender,575
13998,Nova Scotia,85101 Harvesting labourers,Men+,325
13999,Nova Scotia,85101 Harvesting labourers,Women+,250
14000,Nova Scotia,85102 Aquaculture and marine harvest labourers,Total - Gender,550
14001,Nova Scotia,85102 Aquaculture and marine harvest labourers,Men+,490
14002,Nova Scotia,85102 Aquaculture and marine harvest labourers,Women+,60
14003,Nova Scotia,85103 Nursery and greenhouse labourers,Total - Gender,575
14004,Nova Scotia,85103 Nursery and greenhouse labourers,Men+,295
14005,Nova Scotia,85103 Nursery and greenhouse labourers,Women+,285
14006,Nova Scotia,85104 Trappers and hunters,Total - Gender,15
14007,Nova Scotia,85104 Trappers and hunters,Men+,20
14008,Nova Scotia,"8511 Mine and oil and gas drilling, services and related labourers",Total - Gender,205
14009,Nova Scotia,"8511 Mine and oil and gas drilling, services and related labourers",Men+,165
14010,Nova Scotia,"8511 Mine and oil and gas drilling, services and related labourers",Women+,40
14011,Nova Scotia,85110 Mine labourers,Total - Gender,70
14012,Nova Scotia,85110 Mine labourers,Men+,50
14013,Nova Scotia,85110 Mine labourers,Women+,20
14014,Nova Scotia,"85111 Oil and gas drilling, servicing and related labourers",Total - Gender,135
14015,Nova Scotia,"85111 Oil and gas drilling, servicing and related labourers",Men+,115
14016,Nova Scotia,"85111 Oil and gas drilling, servicing and related labourers",Women+,20
14017,Nova Scotia,"8512 Logging, forestry, landscaping and other related labourers",Total - Gender,4250
14018,Nova Scotia,"8512 Logging, forestry, landscaping and other related labourers",Men+,3560
14019,Nova Scotia,"8512 Logging, forestry, landscaping and other related labourers",Women+,690
14020,Nova Scotia,85120 Logging and forestry labourers,Total - Gender,210
14021,Nova Scotia,85120 Logging and forestry labourers,Men+,145
14022,Nova Scotia,85120 Logging and forestry labourers,Women+,60
14023,Nova Scotia,85121 Landscaping and grounds maintenance labourers,Total - Gender,4045
14024,Nova Scotia,85121 Landscaping and grounds maintenance labourers,Men+,3410
14025,Nova Scotia,85121 Landscaping and grounds maintenance labourers,Women+,635
14026,Nova Scotia,9 Occupations in manufacturing and utilities,Total - Gender,21655
14027,Nova Scotia,9 Occupations in manufacturing and utilities,Men+,16050
14028,Nova Scotia,9 Occupations in manufacturing and utilities,Women+,5605
14029,Nova Scotia,90 Middle management occupations in manufacturing and utilities,Total - Gender,1805
14030,Nova Scotia,90 Middle management occupations in manufacturing and utilities,Men+,1390
14031,Nova Scotia,90 Middle management occupations in manufacturing and utilities,Women+,415
14032,Nova Scotia,900 Middle management occupations in manufacturing and utilities,Total - Gender,1805
14033,Nova Scotia,900 Middle management occupations in manufacturing and utilities,Men+,1390
14034,Nova Scotia,900 Middle management occupations in manufacturing and utilities,Women+,415
14035,Nova Scotia,9001 Managers in manufacturing and utilities,Total - Gender,1805
14036,Nova Scotia,9001 Managers in manufacturing and utilities,Men+,1390
14037,Nova Scotia,9001 Managers in manufacturing and utilities,Women+,415
14038,Nova Scotia,90010 Manufacturing managers,Total - Gender,1490
14039,Nova Scotia,90010 Manufacturing managers,Men+,1135
14040,Nova Scotia,90010 Manufacturing managers,Women+,355
14041,Nova Scotia,90011 Utilities managers,Total - Gender,315
14042,Nova Scotia,90011 Utilities managers,Men+,250
14043,Nova Scotia,90011 Utilities managers,Women+,60
14044,Nova Scotia,"92 Processing, manufacturing and utilities supervisors and utilities operators and controllers",Total - Gender,2715
14045,Nova Scotia,"92 Processing, manufacturing and utilities supervisors and utilities operators and controllers",Men+,2290
14046,Nova Scotia,"92 Processing, manufacturing and utilities supervisors and utilities operators and controllers",Women+,420
14047,Nova Scotia,"920 Supervisors, processing, manufacturing, assembly and fabrication occupations",Total - Gender,1185
14048,Nova Scotia,"920 Supervisors, processing, manufacturing, assembly and fabrication occupations",Men+,890
14049,Nova Scotia,"920 Supervisors, processing, manufacturing, assembly and fabrication occupations",Women+,295
14050,Nova Scotia,"9201 Supervisors, processing and manufacturing occupations",Total - Gender,965
14051,Nova Scotia,"9201 Supervisors, processing and manufacturing occupations",Men+,740
14052,Nova Scotia,"9201 Supervisors, processing and manufacturing occupations",Women+,230
14053,Nova Scotia,"92010 Supervisors, mineral and metal processing",Total - Gender,50
14054,Nova Scotia,"92010 Supervisors, mineral and metal processing",Men+,45
14055,Nova Scotia,"92011 Supervisors, petroleum, gas and chemical processing and utilities",Total - Gender,290
14056,Nova Scotia,"92011 Supervisors, petroleum, gas and chemical processing and utilities",Men+,250
14057,Nova Scotia,"92011 Supervisors, petroleum, gas and chemical processing and utilities",Women+,35
14058,Nova Scotia,"92012 Supervisors, food and beverage processing",Total - Gender,415
14059,Nova Scotia,"92012 Supervisors, food and beverage processing",Men+,270
14060,Nova Scotia,"92012 Supervisors, food and beverage processing",Women+,150
14061,Nova Scotia,"92013 Supervisors, plastic and rubber products manufacturing",Total - Gender,100
14062,Nova Scotia,"92013 Supervisors, plastic and rubber products manufacturing",Men+,85
14063,Nova Scotia,"92013 Supervisors, plastic and rubber products manufacturing",Women+,20
14064,Nova Scotia,"92014 Supervisors, forest products processing",Total - Gender,85
14065,Nova Scotia,"92014 Supervisors, forest products processing",Men+,80
14066,Nova Scotia,"92014 Supervisors, forest products processing",Women+,10
14067,Nova Scotia,"92015 Supervisors, textile, fabric, fur and leather products processing and manufacturing",Total - Gender,25
14068,Nova Scotia,"92015 Supervisors, textile, fabric, fur and leather products processing and manufacturing",Men+,10
14069,Nova Scotia,"92015 Supervisors, textile, fabric, fur and leather products processing and manufacturing",Women+,15
14070,Nova Scotia,"9202 Supervisors, assembly and fabrication",Total - Gender,220
14071,Nova Scotia,"9202 Supervisors, assembly and fabrication",Men+,155
14072,Nova Scotia,"9202 Supervisors, assembly and fabrication",Women+,70
14073,Nova Scotia,"92020 Supervisors, motor vehicle assembling",Total - Gender,25
14074,Nova Scotia,"92020 Supervisors, motor vehicle assembling",Men+,15
14075,Nova Scotia,"92021 Supervisors, electronics and electrical products manufacturing",Total - Gender,35
14076,Nova Scotia,"92021 Supervisors, electronics and electrical products manufacturing",Men+,10
14077,Nova Scotia,"92021 Supervisors, electronics and electrical products manufacturing",Women+,25
14078,Nova Scotia,"92023 Supervisors, other mechanical and metal products manufacturing",Total - Gender,105
14079,Nova Scotia,"92023 Supervisors, other mechanical and metal products manufacturing",Men+,90
14080,Nova Scotia,"92023 Supervisors, other mechanical and metal products manufacturing",Women+,20
14081,Nova Scotia,"92024 Supervisors, other products manufacturing and assembly",Total - Gender,60
14082,Nova Scotia,"92024 Supervisors, other products manufacturing and assembly",Men+,40
14083,Nova Scotia,"92024 Supervisors, other products manufacturing and assembly",Women+,20
14084,Nova Scotia,921 Utilities equipment operators and controllers,Total - Gender,1525
14085,Nova Scotia,921 Utilities equipment operators and controllers,Men+,1405
14086,Nova Scotia,921 Utilities equipment operators and controllers,Women+,125
14087,Nova Scotia,9210 Utilities equipment operators and controllers,Total - Gender,1525
14088,Nova Scotia,9210 Utilities equipment operators and controllers,Men+,1405
14089,Nova Scotia,9210 Utilities equipment operators and controllers,Women+,125
14090,Nova Scotia,92100 Power engineers and power systems operators,Total - Gender,1070
14091,Nova Scotia,92100 Power engineers and power systems operators,Men+,1010
14092,Nova Scotia,92100 Power engineers and power systems operators,Women+,65
14093,Nova Scotia,92101 Water and waste treatment plant operators,Total - Gender,455
14094,Nova Scotia,92101 Water and waste treatment plant operators,Men+,395
14095,Nova Scotia,92101 Water and waste treatment plant operators,Women+,60
14096,Nova Scotia,93 Central control and process operators and aircraft assembly assemblers and inspectors,Total - Gender,440
14097,Nova Scotia,93 Central control and process operators and aircraft assembly assemblers and inspectors,Men+,365
14098,Nova Scotia,93 Central control and process operators and aircraft assembly assemblers and inspectors,Women+,75
14099,Nova Scotia,931 Central control and process operators in processing and manufacturing,Total - Gender,320
14100,Nova Scotia,931 Central control and process operators in processing and manufacturing,Men+,265
14101,Nova Scotia,931 Central control and process operators in processing and manufacturing,Women+,50
14102,Nova Scotia,9310 Central control and process operators in processing and manufacturing,Total - Gender,320
14103,Nova Scotia,9310 Central control and process operators in processing and manufacturing,Men+,265
14104,Nova Scotia,9310 Central control and process operators in processing and manufacturing,Women+,50
14105,Nova Scotia,"93100 Central control and process operators, mineral and metal processing",Total - Gender,25
14106,Nova Scotia,"93100 Central control and process operators, mineral and metal processing",Men+,25
14107,Nova Scotia,"93101 Central control and process operators, petroleum, gas and chemical processing",Total - Gender,270
14108,Nova Scotia,"93101 Central control and process operators, petroleum, gas and chemical processing",Men+,220
14109,Nova Scotia,"93101 Central control and process operators, petroleum, gas and chemical processing",Women+,50
14110,Nova Scotia,"93102 Pulping, papermaking and coating control operators",Total - Gender,25
14111,Nova Scotia,"93102 Pulping, papermaking and coating control operators",Men+,25
